,0,1,2,3
17,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
18,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
19,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
20,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
21,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
22,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
23,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
24,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
25,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
26,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
27,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
28,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
29,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_arab
30,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
31,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
32,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
33,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
34,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
35,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
36,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
37,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
38,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
39,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
40,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
41,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
42,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
43,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
44,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Pseu_phen
45,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
46,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
47,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
48,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
49,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
50,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
51,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
52,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
53,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
54,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
55,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
56,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
57,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
58,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
59,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_seos
60,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
61,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
62,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
63,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
64,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
65,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
66,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
67,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
68,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
69,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
70,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
71,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
72,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
73,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
74,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Esch_coli,Gamm_Ente_Idio_pisc
75,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
76,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
77,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
78,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
79,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
80,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
81,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
82,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
83,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
84,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
85,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
86,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
87,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
88,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
89,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Esch_coli
90,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
91,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
92,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
93,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
94,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
95,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
96,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
97,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
98,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
99,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
100,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
101,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
102,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
103,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
104,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Yers_pseu
105,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
106,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
107,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
108,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
109,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
110,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
111,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
112,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
113,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
114,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
115,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
116,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
117,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
118,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
119,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_phen,Gamm_Ente_Yers_pseu
120,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
121,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
122,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
123,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
124,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
125,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
126,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
127,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
128,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
129,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
130,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
131,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
132,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
133,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
134,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Yers_pseu
135,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
136,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
137,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
138,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
139,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
140,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
141,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
142,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
143,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
144,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
145,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
146,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
147,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
148,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
149,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Yers_pseu
150,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
151,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
152,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
153,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
154,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
155,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
156,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
157,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
158,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
159,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
160,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
161,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
162,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
163,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
164,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Card_Wohl_larv,Gamm_Ente_Yers_pseu
165,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
166,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
167,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
168,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
169,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
170,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
171,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
172,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
173,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
174,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
175,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
176,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
177,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
178,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
179,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Pseu_arab,Gamm_Ente_Pseu_phen
180,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
181,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
182,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
183,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
184,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
185,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
186,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
187,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
188,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
189,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
190,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
191,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
192,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
193,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
194,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_seos,Gamm_Ente_Pseu_arab
195,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
196,Alph_Acet_Acet_past,Alph_Holo_Holo_cary,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
197,Alph_Acet_Acet_past,Alph_Holo_Holo_acum,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
198,Alph_Acet_Acet_past,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
199,Alph_Acet_Acet_past,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
200,Alph_Acet_Acet_lova,Alph_Holo_Holo_cary,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
201,Alph_Acet_Acet_lova,Alph_Holo_Holo_acum,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
202,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
203,Alph_Acet_Acet_lova,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
204,Alph_Holo_Holo_acum,Alph_Holo_Holo_cary,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
205,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
206,Alph_Holo_Holo_cary,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
207,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
208,Alph_Holo_Holo_acum,Alph_Rhod_Rhod_azot,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
209,Alph_Rhod_Rhod_azot,Alph_Rhod_Rhod_mari,Gamm_Ente_Idio_pisc,Gamm_Ente_Pseu_arab
210,Alph_Acet_Acet_lova,Alph_Acet_Acet_past,Gamm_Card_Wohl_larv,Gamm_Ente_Pseu_arab
